,symptoms,treatments,drugs,bodyparts
609,"['influenza', 'short stature, idiopathic, x-linked', 'tetanus', 'herpes zoster disease', 'pneumocystis jiroveci pneumonia', 'disease']","['injection of therapeutic agent', 'medical counseling']",[],['entire left hand']
610,"['pneumonia', 'hamman-rich syndrome', 'hepatorenal syndrome', 'short stature, idiopathic, x-linked', 'testicular regression syndrome', 'dermatofibrosis lenticularis disseminata', 'melnick-needles syndrome', 'sick sinus syndrome', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', 'amyotrophic lateral sclerosis, sporadic', 'infantile neuroaxonal dystrophy', 'dysosteosclerosis', ""little's disease"", 'multiple epiphyseal dysplasia', 'lung problem', 'asthma', 'laurin-sandrow syndrome', 'recurrent disease', 'organic disorders', 'wiskott-aldrich syndrome', 'mungan syndrome', 'disease', 'pain in buttock', 'breath holding', 'tired', 'signs and symptoms', 'respiratory problems', 'fatigue', 'spasm', 'malaise', 'pain', 'sleeplessness', 'actual inability to taste', 'sleep disturbances', 'abnormal breathing', 'coughing', 'decrease in appetite', 'dyspnea']","['transjugular intrahepatic portosystemic shunt procedure', 'anxiety management training', 'venom immunotherapy', 'treated with', 'home oxygen therapy', 'antiretroviral therapy', 'assisted reproductive technologies', 'reminding', 'bleomycin/methotrexate/vincristine protocol', 'cardiac lead procedure', 'transection (procedure)', 'modest-temperature hyperthermia', 'reframing', 'rx therapy', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'continuous positive airway pressure', 'relaxation techniques', 'release (procedure)']","['oxygen 93 %', 'oxygen 95 %']","['respiratory diaphragm', 'supernumerary mandibular right central primary incisor', 'eye', 'entire finger', 'set of muscles', 'blood vessel', 'stomach', 'brain', 'quarter of the udder', 'lung', 'entire calf of leg (body structure)', 'structure of putamen', 'common carotid artery', 'entire posterior interosseous nerve']"
611,"['sexually transmitted diseases', 'coronavirus infections', 'pneumocystis jiroveci pneumonia']","['percutaneous coronary intervention', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', 'presence']",[],"['heart', 'structure of supraoptic nucleus', 'common carotid artery', 'nose']"
612,"['edema disease of swine', 'ehlers-danlos syndrome', 'spondyloepiphyseal dysplasia, omani type']",['medication administration: epidural'],[],"['entire extensor digitorum muscle of hand', 'structure of supraoptic nucleus', 'set of muscles', 'skeletal bone']"
613,"['pneumocystis jiroveci pneumonia', 'gray platelet syndrome', 'disease']","['operative procedure on nerve', 'removal technique', 'primary operation', 'medical counseling', 'incision and drainage']",[],"['glossopharyngeal nerve structure', 'hypoglossal nerve structure', 'corpora paraaortica', 'vagus nerve structure', 'entire nerve', 'right vagus nerve']"
614,"['temporohyoid osteoarthropathy', 'communicable diseases', 'dysosteosclerosis', 'coronavirus infections', 'disease']","['quarantine', 'medical counseling', 'incision and drainage', 'trans-hiatal esophagectomy', 'isolation procedure', 'vaccination', 'discussion (procedure)']",[],[]
615,"['cholestasis-edema syndrome, norwegian type', 'organic disorders', 'coronavirus infections', 'disease', 'pain']","['modest-temperature hyperthermia', 'obstetric delivery', 'antiretroviral therapy', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'assisted reproductive technologies', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['entire head', 'eye', 'common carotid artery', 'entire face', 'left main bronchus structure', 'nose', 'entire neck']"
616,"['preeclamptic toxemia', 'temporohyoid osteoarthropathy', 'epilepsy', 'common cold', 'cancer-associated retinopathy', 'euthyroid sick syndromes', 'myocardial ischemia', 'gonorrhea', 'geroderma osteodysplastica', 'sexually transmitted diseases', 'infantile neuroaxonal dystrophy', 'brown oculocutaneous albinism', ""little's disease"", 'autoimmune hemolytic anemia', 'lung diseases, obstructive', 'stuve-wiedemann syndrome', 'restless legs syndrome', 'asthenopia', 'wiskott-aldrich syndrome', 'aicardi-goutieres syndrome 1', 'flatulence', 'tired', 'neonatal jaundice', 'cold intolerance', 'clouded consciousness', 'spells (neurological symptom)']","['transjugular intrahepatic portosystemic shunt procedure', 'surgical procedures, minimally invasive', 'stretching exercises', 'incision and drainage', 'hydrotherapy', 'distraction training', 'visceral manipulation', 'back fusion', 'reparative closure', 'yoga', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'trans-hiatal esophagectomy', 'surgical replantation', 'exercise pain management', 'petrissage', 'thymectomy', 'therapeutic procedure', 'insertion of pack (procedure)', 'gamete intrafallopian transfer']",[],"['medial amygdalar nucleus', 'respiratory diaphragm', 'entire trunk', 'structure of supraoptic nucleus', 'right upper extremity', 'structure of putamen', 'entire finger', 'common carotid artery', 'foot']"
617,"['communicable diseases', 'agenesis of corpus callosum', 'common cold', 'influenza', 'lung diseases, obstructive', 'coronavirus infections', 'pneumocystis jiroveci pneumonia']","['modest-temperature hyperthermia', 'quarantine', 'injection of therapeutic agent', 'primary operation', 'bleomycin/methotrexate/vincristine protocol', 'release (procedure)', 'injection procedure', 'discussion (procedure)']",[],['entire face']
618,"['sexually transmitted diseases', ""little's disease"", 'carpal tunnel syndrome', 'chronic obstructive airway disease', 'nephritis, interstitial', 'simian acquired immunodeficiency syndrome', 'wiskott-aldrich syndrome', 'myocardial ischemia', 'gray platelet syndrome', 'coughing']","['modest-temperature hyperthermia', '5 minutes office visit', 'surgical procedures, minimally invasive', 'anterior decompression of shoulder joint', 'induced abortion (procedure)', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure', 'procedures involving the use of pharmaceuticals', 'osteogenesis, distraction', 'removal by grinding', 'postpartum home visit', 'gamete intrafallopian transfer']",[],"['structure of supraoptic nucleus', 'foot']"
619,"['heparin-induced thrombocytopenia', 'common cold', 'chronic obstructive airway disease', 'cancer-associated retinopathy', 'bronchiectasis', 'gonorrhea', 'geroderma osteodysplastica', 'infantile neuroaxonal dystrophy', 'cerebellar ataxia, neuropathy, and vestibular areflexia syndrome', 'malignant hyperpyrexia due to anesthesia', ""little's disease"", 'microcephalic osteodysplastic primordial dwarfism, type i', 'headache migraine chronic', 'anemia, diamond-blackfan', 'lung diseases, obstructive', 'peripheral vascular diseases', 'gray platelet syndrome', 'flatulence', 'hip pain', 'catch - finding of sensory dimension of pain', 'cold intolerance']","['transjugular intrahepatic portosystemic shunt procedure', 'drilling - action', 'gene therapy', 'incision and drainage', 'discussion (procedure)', 'acp protocol', 'anterior decompression of shoulder joint', 'ligamentous articular strain technique', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'surgical shortening - action', 'exercise pain management', 'thymectomy', 'therapeutic procedure', 'gamete intrafallopian transfer']",[],"['respiratory diaphragm', 'feathers', 'entire putamen', 'tail', 'hand', 'thumb structure', 'eye', 'entire finger', 'common carotid artery', 'branch of', 'foot', 'nose']"
620,"['organic disorders', 'coronavirus infections', 'disease', 'other symptoms']","['antiretroviral therapy', 'first aid', 'assisted reproductive technologies']",[],[]
621,"['gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'heparin-induced thrombocytopenia', 'dehydration', 'cold symptoms', 'interstitial emphysema', 'lung diseases, obstructive', 'popliteal pterygium syndrome, lethal type', 'simian acquired immunodeficiency syndrome', 'wiskott-aldrich syndrome', 'coronavirus infections', 'headache', 'coughing']","['transplantation', 'quarantine', 'local anesthetic thoracic epidural block', 'urgent procedure', 'osteogenesis, distraction', 'inoculation', 'bathing', 'thromboendarterectomy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'prophylactic treatment', 'surgical construction', 'isolation procedure', 'low sodium diet']",['gatorade'],"['entire head', 'cuff - body part', 'structure of lacteal', 'nail plate', 'hand', 'common carotid artery']"
622,"['gonorrhea', 'geroderma osteodysplastica', 'toxic shock syndrome', 'dermatofibrosis lenticularis disseminata', 'simian acquired immunodeficiency syndrome', 'gray platelet syndrome', 'decreased libido']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'bleomycin/methotrexate/vincristine protocol', 'vaccination', 'discussion (procedure)', 'therapeutic procedure']",[],"['medial amygdalar nucleus', 'common carotid artery', 'entire upper limb']"
623,"['gonorrhea', 'geroderma osteodysplastica', 'heparin-induced thrombocytopenia', 'anemia, diamond-blackfan', 'other viral diseases nos', 'amelogenesis imperfecta nephrocalcinosis', 'simian acquired immunodeficiency syndrome', 'coronavirus infections', 'pneumocystis jiroveci pneumonia', 'disease', 'wheezing', 'dry cough', 'coughing', 'dyspnea']","['treated with', 'single embryo transfer', 'quarantine', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage', 'reduction - action', 'etoposide/ifosfamide/mesna/mitoxantrone', 'therapeutic procedure', 'adm protocol']",[],"['entire head', 'nail plate', 'hand', 'structure of putamen', 'blood vessel', 'lung']"
624,"['rheumatoid arthritis', 'gray platelet syndrome']",['discussion (procedure)'],[],[]
625,"['periodic alternating nystagmus', 'mccune-albright syndrome', 'melnick-needles syndrome', 'autoinflammation, lipodystrophy, and dermatosis syndrome', 'acute gastroenteritis', 'myocardial ischemia', 'gonorrhea', 'geroderma osteodysplastica', 'furuncle', ""little's disease"", 'osteoporosis with pseudoglioma', 'optic neuritis', 'lung diseases, obstructive', 'polyarteritis nodosa', 'mass of body region', 'tired', 'clouded consciousness']","['single embryo transfer', 'surgical procedures, minimally invasive', 'induced abortion (procedure)', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'gamete intrafallopian transfer', 'care of aged']",[],"['structure of putamen', 'para-aortic node', 'common carotid artery', 'foot']"
626,"['communicable diseases', 'epilepsy', 'agenesis of corpus callosum', 'post-infectious encephalitis', 'chikungunya virus infection', 'carpal tunnel syndrome', 'common migraine', 'cancer-associated retinopathy', 'euthyroid sick syndromes', 'pneumocystis jiroveci pneumonia', 'myocardial ischemia', 'acute gastroenteritis', 'gonorrhea', 'geroderma osteodysplastica', 'dystonia disorders', ""little's disease"", 'lung diseases, obstructive', 'sleep apnea syndromes', 'simian acquired immunodeficiency syndrome', 'wiskott-aldrich syndrome', 'hereditary multiple exostoses', 'gray platelet syndrome', 'disease', 'seizures', 'pain', 'exhaustion']","['treated with', 'surgical procedures, minimally invasive', 'drainage procedure', 'stretching exercises', 'universal precautions', 'incision and drainage', 'calming', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'primary operation', 'amsacrine/azacitidine/etoposide', 'direct method', 'therapeutic procedure', 'gamete intrafallopian transfer']",[],"['respiratory diaphragm', 'heart', 'thyroid gland', 'entire putamen', 'hand', 'structure of supraoptic nucleus', 'spur (body structure)']"
627,"['short stature, idiopathic, x-linked', 'lung diseases, obstructive', 'chronic obstructive airway disease', 'testicular regression syndrome', 'neurologic symptoms', 'fatigue', 'pain']","['modest-temperature hyperthermia', 'treated with', 'anterior decompression of shoulder joint', 'chemotherapy regimen', 'toothbrushing', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'osteogenesis, distraction']",[],"['respiratory diaphragm', 'organ']"
628,"['gonorrhea', 'geroderma osteodysplastica', 'communicable diseases', ""little's disease"", 'acute gastroenteritis', 'coronavirus infections', 'coughing']",['modest-temperature hyperthermia'],[],['structure of supraoptic nucleus']
629,['chronic otitis media'],['electroconvulsive therapy'],[],[]
630,"['blind vision', 'communicable diseases', 'agenesis of corpus callosum', 'carpal tunnel syndrome', 'influenza', 'liver abscess, amebic', 'cancer-associated retinopathy', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'acute infectious disease', 'chronic otitis media', 'failure of tooth eruption, primary', 'simian acquired immunodeficiency syndrome', 'organic disorders', 'wiskott-aldrich syndrome', 'disease', 'gray platelet syndrome', 'painful bladder syndrome', 'seizures', 'tired', 'muscular stiffness', 'catch - finding of sensory dimension of pain', 'coughing', 'dryness of eye']","['heart transplantation', 'transplantation', 'induced abortion (procedure)', 'antiretroviral therapy', 'stretching exercises', 'assisted reproductive technologies', 'answer questions', 'tannenbaum electroanalgesia method', 'medical treatment method', 'etoposide/ifosfamide/mesna/mitoxantrone', 'discussion (procedure)', 'cardiac lead procedure', 'modest-temperature hyperthermia', 'medical procedure', 'personal safety', 'division (surgical procedure)', 'thymectomy', 'transjugular intrahepatic portosystemic shunt procedure', 'quarantine', 'incision and drainage', 'reminding', 'aid - artificial insemination by donor', 'bleomycin/methotrexate/vincristine protocol', 'osteogenesis, distraction', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'therapeutic tactile stimulation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'primary operation', 'bypass']",[],"['medial amygdalar nucleus', 'respiratory diaphragm', 'entire putamen', 'inferior esophageal sphincter structure', 'hand', 'eye', 'entire nerve', 'entire appendix', 'blood vessel', 'entire face', 'entire ear', 'branch of', 'lung', 'lens, crystalline', 'anatomical layer', 'entire upper limb', 'nose', 'entire head', 'nail plate', 'foot']"
631,"['communicable diseases', 'sensorineural hearing loss (disorder)', 'coronavirus infections', 'progressive encephalomyelitis with rigidity', 'paramyotonia congenita (disorder)', 'triglyceride storage disease with ichthyosis', 'geroderma osteodysplastica', 'sexually transmitted diseases', 'rubella', 'vestibular diseases', 'gray platelet syndrome', 'scarlet fever', 'pneumonia', 'benign paroxysmal positional vertigo', 'bronchitis', 'measles', 'testicular regression syndrome', 'premature chromatid separation trait', 'virus diseases', 'gonorrhea', ""little's disease"", 'acquired immunodeficiency syndrome', 'chronic otitis media', 'lung diseases, obstructive', 'disease', 'coughing', 'equilibration disorder', 'aural pressure', 'pain']","['treated with', 'surgical and medical procedures', 'steroid therapy', 'excision', 'virtual reality exposure therapy', 'cerumen removal', 'cochlear implant procedure', 'discussion (procedure)', 'procedures involving the use of pharmaceuticals', 'osteogenesis, distraction', 'cardiac lead procedure', 'modest-temperature hyperthermia', 'acp protocol', 'physical therapy exercises', 'epley maneuver', 'peritoneal dialysate (treatment)', 'vestibular rehabilitation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'trans-hiatal esophagectomy', 'therapeutic procedure']",[],"['cochlear structure', 'medial amygdalar nucleus', 'heart', 'tympanic membrane structure', 'structure of retinal pigment epithelium', 'entire putamen', 'integumentary scale', 'entire nerve', 'eye', 'entire right ear', 'brain', 'entire hand', 'entire ear', 'entire head', 'organ']"
632,"['tachycardia, ectopic junctional', 'heparin-induced thrombocytopenia', 'common cold', 'influenza', 'short stature, idiopathic, x-linked', 'pulmonary congestion', 'gonorrhea', 'geroderma osteodysplastica', 'allergic disposition', 'anorexia', ""little's disease"", 'streptococcal sore throat', 'wiskott-aldrich syndrome', 'peripheral vascular diseases', 'sciatica', 'ache', 'tired', 'body pain', 'vomiting', 'fatigue', 'headache', 'rhinorrhea', 'actual inability to taste', 'nausea', 'congestion of throat', 'dry cough', 'coughing', 'asthenia', 'night sweats', 'chills', 'dyspnea', 'sore to touch']","['modest-temperature hyperthermia', 'injection of therapeutic agent', 'bathing', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)', 'osteogenesis, distraction']",['oxygen 90 %'],"['right lung', 'hand', 'entire face', 'lung']"
633,"['preeclamptic toxemia', 'dermatofibrosis lenticularis disseminata', 'elliptocytosis, hereditary', 'disease']","['treated with', 'hypophysectomy', 'cardiac lead procedure']",[],"['medial amygdalar nucleus', 'hand']"
634,"['chronic lobular hepatitis', 'heparin-induced thrombocytopenia', 'bronchiectasis', 'wolf-hirschhorn syndrome', 'acute gastroenteritis', 'geroderma osteodysplastica', 'infantile neuroaxonal dystrophy', 'lesch-nyhan syndrome', 'asthma', 'simian acquired immunodeficiency syndrome', 'gray platelet syndrome', 'preeclamptic toxemia', 'vitelliform macular dystrophy', 'van der woude syndrome', 'carpal tunnel syndrome', 'common cold', 'chronic obstructive airway disease', 'testicular regression syndrome', 'cancer-associated retinopathy', 'tropical spastic paraparesis', 'hyperostosis, diffuse idiopathic skeletal', 'myocardial ischemia', 'gonorrhea', 'punctate inner choroidopathy', ""little's disease"", 'lung diseases, obstructive', 'stuve-wiedemann syndrome', 'wiskott-aldrich syndrome', 'flatulence', 'indifferent mood', 'muscular stiffness', 'pain']","['venom immunotherapy', 'treated with', 'single embryo transfer', 'surgical procedures, minimally invasive', 'soaking procedure', 'transplantation', 'induced abortion (procedure)', 'surgical lengthening - action', 'antiretroviral therapy', 'local anesthetic thoracic epidural block', 'assisted reproductive technologies', 'laparotomy', 'etoposide/ifosfamide/mesna/mitoxantrone', 'discussion (procedure)', 'cardiac lead procedure', 'modest-temperature hyperthermia', 'expression procedure', 'trans-hiatal esophagectomy', 'surgical construction', 'quarantine', 'incision and drainage', 'reminding', 'vertical-banded gastroplasty', 'calming', 'visceral manipulation', 'anterior decompression of shoulder joint', 'meditation therapy', 'thromboendarterectomy', 'therapeutic tactile stimulation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'toilet procedure', 'isolation procedure', 'hac protocol', 'gamete intrafallopian transfer']",[],"['medial amygdalar nucleus', 'heart', 'dental cementum', 'hand', 'tooth root structure', 'posterior muscle of thigh structure', 'entire face', 'branch of', 'entire upper limb', 'structure of supraoptic nucleus', 'structure of putamen', 'common carotid artery', 'foot', 'stem of organ', 'entire lens']"
635,"['preeclamptic toxemia', 'jet lag syndrome', 'exanthema', 'common cold', 'fibromyalgia', 'inclusion body myositis (disorder)', 'age related macular degeneration', 'gonorrhea', 'geroderma osteodysplastica', 'circadian rhythm disorders', 'sexually transmitted diseases', 'pentalogy of cantrell', ""little's disease"", 'chronic otitis media']",['electroconvulsive therapy'],[],[]
636,"['blind vision', 'communicable diseases', 'agenesis of corpus callosum', 'carpal tunnel syndrome', 'influenza', 'liver abscess, amebic', 'cancer-associated retinopathy', 'coronavirus infections', 'gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'acute infectious disease', 'chronic otitis media', 'failure of tooth eruption, primary', 'organic disorders', 'disease', 'gray platelet syndrome', 'painful bladder syndrome', 'seizures', 'tired', 'muscular stiffness', 'catch - finding of sensory dimension of pain', 'coughing', 'dryness of eye']","['heart transplantation', 'transplantation', 'induced abortion (procedure)', 'antiretroviral therapy', 'stretching exercises', 'assisted reproductive technologies', 'answer questions', 'tannenbaum electroanalgesia method', 'medical treatment method', 'etoposide/ifosfamide/mesna/mitoxantrone', 'discussion (procedure)', 'cardiac lead procedure', 'modest-temperature hyperthermia', 'medical procedure', 'personal safety', 'division (surgical procedure)', 'thymectomy', 'transjugular intrahepatic portosystemic shunt procedure', 'quarantine', 'incision and drainage', 'reminding', 'aid - artificial insemination by donor', 'bleomycin/methotrexate/vincristine protocol', 'osteogenesis, distraction', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'therapeutic tactile stimulation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'primary operation', 'bypass']",[],"['medial amygdalar nucleus', 'respiratory diaphragm', 'entire putamen', 'inferior esophageal sphincter structure', 'hand', 'eye', 'entire nerve', 'entire appendix', 'blood vessel', 'entire face', 'entire ear', 'branch of', 'lung', 'lens, crystalline', 'anatomical layer', 'entire upper limb', 'nose', 'entire head', 'nail plate', 'foot']"
637,"['communicable diseases', 'sensorineural hearing loss (disorder)', 'coronavirus infections', 'progressive encephalomyelitis with rigidity', 'paramyotonia congenita (disorder)', 'triglyceride storage disease with ichthyosis', 'geroderma osteodysplastica', 'sexually transmitted diseases', 'rubella', 'vestibular diseases', 'gray platelet syndrome', 'scarlet fever', 'pneumonia', 'benign paroxysmal positional vertigo', 'bronchitis', 'measles', 'testicular regression syndrome', 'premature chromatid separation trait', 'virus diseases', 'gonorrhea', ""little's disease"", 'acquired immunodeficiency syndrome', 'chronic otitis media', 'lung diseases, obstructive', 'disease', 'coughing', 'equilibration disorder', 'aural pressure', 'pain']","['treated with', 'surgical and medical procedures', 'steroid therapy', 'excision', 'virtual reality exposure therapy', 'cerumen removal', 'cochlear implant procedure', 'discussion (procedure)', 'procedures involving the use of pharmaceuticals', 'osteogenesis, distraction', 'cardiac lead procedure', 'modest-temperature hyperthermia', 'acp protocol', 'physical therapy exercises', 'epley maneuver', 'peritoneal dialysate (treatment)', 'vestibular rehabilitation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'trans-hiatal esophagectomy', 'therapeutic procedure']",[],"['cochlear structure', 'medial amygdalar nucleus', 'heart', 'tympanic membrane structure', 'structure of retinal pigment epithelium', 'entire putamen', 'integumentary scale', 'entire nerve', 'eye', 'entire right ear', 'brain', 'entire hand', 'entire ear', 'entire head', 'organ']"
638,"['gonorrhea', 'geroderma osteodysplastica', 'tachycardia, ectopic junctional', 'allergic disposition', 'anorexia', ""little's disease"", 'common cold', 'influenza', 'short stature, idiopathic, x-linked', 'pulmonary congestion', 'streptococcal sore throat', 'peripheral vascular diseases', 'sciatica', 'ache', 'tired', 'body pain', 'vomiting', 'fatigue', 'headache', 'rhinorrhea', 'actual inability to taste', 'nausea', 'congestion of throat', 'dry cough', 'coughing', 'asthenia', 'night sweats', 'chills', 'dyspnea', 'sore to touch']","['modest-temperature hyperthermia', 'injection of therapeutic agent', 'bathing', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'discussion (procedure)', 'osteogenesis, distraction']",['oxygen 90 %'],"['right lung', 'hand', 'entire face', 'lung']"
639,"['preeclamptic toxemia', 'elliptocytosis, hereditary', 'disease']","['treated with', 'hypophysectomy', 'cardiac lead procedure']",[],"['medial amygdalar nucleus', 'hand']"
640,"['chronic lobular hepatitis', 'bronchiectasis', 'wolf-hirschhorn syndrome', 'acute gastroenteritis', 'geroderma osteodysplastica', 'infantile neuroaxonal dystrophy', 'lesch-nyhan syndrome', 'asthma', 'gray platelet syndrome', 'preeclamptic toxemia', 'vitelliform macular dystrophy', 'van der woude syndrome', 'carpal tunnel syndrome', 'common cold', 'chronic obstructive airway disease', 'testicular regression syndrome', 'cancer-associated retinopathy', 'tropical spastic paraparesis', 'hyperostosis, diffuse idiopathic skeletal', 'myocardial ischemia', 'gonorrhea', 'punctate inner choroidopathy', ""little's disease"", 'lung diseases, obstructive', 'stuve-wiedemann syndrome', 'flatulence', 'indifferent mood', 'muscular stiffness', 'pain']","['venom immunotherapy', 'treated with', 'single embryo transfer', 'surgical procedures, minimally invasive', 'soaking procedure', 'transplantation', 'induced abortion (procedure)', 'surgical lengthening - action', 'antiretroviral therapy', 'local anesthetic thoracic epidural block', 'assisted reproductive technologies', 'laparotomy', 'etoposide/ifosfamide/mesna/mitoxantrone', 'discussion (procedure)', 'cardiac lead procedure', 'modest-temperature hyperthermia', 'expression procedure', 'trans-hiatal esophagectomy', 'surgical construction', 'quarantine', 'incision and drainage', 'reminding', 'vertical-banded gastroplasty', 'calming', 'visceral manipulation', 'anterior decompression of shoulder joint', 'meditation therapy', 'thromboendarterectomy', 'therapeutic tactile stimulation', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'toilet procedure', 'isolation procedure', 'hac protocol', 'gamete intrafallopian transfer']",[],"['medial amygdalar nucleus', 'heart', 'dental cementum', 'hand', 'tooth root structure', 'posterior muscle of thigh structure', 'entire face', 'branch of', 'entire upper limb', 'structure of supraoptic nucleus', 'structure of putamen', 'common carotid artery', 'foot', 'stem of organ', 'entire lens']"
641,"['preeclamptic toxemia', 'jet lag syndrome', 'exanthema', 'common cold', 'fibromyalgia', 'inclusion body myositis (disorder)', 'age related macular degeneration', 'gonorrhea', 'geroderma osteodysplastica', 'circadian rhythm disorders', 'sexually transmitted diseases', 'pentalogy of cantrell', ""little's disease"", 'multiple epiphyseal dysplasia', 'lung diseases, obstructive', 'stuve-wiedemann syndrome', 'reflex sympathetic dystrophy', 'gray platelet syndrome', 'hunger', 'hypersomnia', 'depressive symptoms']","['local anesthetic thoracic epidural block', 'incision and drainage', 'excision of axillary lymph nodes', 'cataract extraction', 'osteogenesis, distraction', 'cardiac lead procedure', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'rx therapy', 'thromboendarterectomy', 'adoptive immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'caloric restriction', 'isolation procedure']",[],"['superior olivary complex', 'respiratory diaphragm', 'beak', 'supernumerary mandibular right central primary incisor', 'structure of lacteal', 'retina', 'eye', 'structure of putamen', 'entire finger']"
642,"['gonorrhea', 'geroderma osteodysplastica', 'dysosteosclerosis', 'disease']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'surgery, day']",[],['structure of supraoptic nucleus']
643,"['mrsa - methicillin resistant staphylococcus aureus infection', 'psoriasis', 'autoinflammation, lipodystrophy, and dermatosis syndrome', 'acute gastroenteritis', 'coronavirus infections', 'geroderma osteodysplastica', 'congenital thrombotic thrombocytopenic purpura', 'pneumopericardium', 'infantile neuroaxonal dystrophy', 'sexually transmitted diseases', 'pancreatic pseudocyst', 'lung problem', 'mandibuloacral dysostosis', 'zunich neuroectodermal syndrome', 'nodular glomerulosclerosis', 'agenesis of corpus callosum', 'carpal tunnel syndrome', 'cancer-associated retinopathy', 'premature chromatid separation trait', 'gonorrhea', 'wilson-turner x-linked mental retardation syndrome', ""little's disease"", 'purpura pigmentosa chronica', 'chronic otitis media', 'disease', 'seizures', 'signs and symptoms', 'muscular stiffness', 'coughing', 'tremor', 'clouded consciousness', 'sore to touch', 'dyspnea']","['single embryo transfer', 'induced abortion (procedure)', 'stretching exercises', 'incision and drainage', 'pressure support', 'discussion (procedure)', 'modest-temperature hyperthermia', 'transection (procedure)', 'interventional procedure', 'therapeutic tactile stimulation', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'air-drying', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure', 'surgical replantation', 'division (surgical procedure)', 'shampooing (action)', 'complementary and alternative medicine']",[],"['entire putamen', 'hand', 'eye', 'chamber', 'hair', 'entire face', 'entire ear', 'entire neck', 'nose', 'kidney', 'hair specimen', 'anatomical layer', 'entire head', 'midbrain structure', 'bony process', 'anatomic valve']"
644,"['gonorrhea', 'geroderma osteodysplastica', 'pallister-hall syndrome', 'communicable diseases', 'infantile neuroaxonal dystrophy', 'malignant hyperpyrexia due to anesthesia', 'reflex sympathetic dystrophy', 'decompression sickness', 'coronavirus infections', 'signs and symptoms', 'exhaustion']","['physical therapy', 'quarantine', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'excision of axillary lymph nodes', 'exercise pain management']",[],"['hand', 'structure of supraoptic nucleus', 'lymphatic vessel', 'downy hair', 'foot']"
